record_id,product_category,event_type,store_location,storage_condition,shelf_life_days,days_before_expiry,initial_stock,expected_daily_sales,actual_daily_sales,total_actual_sales,price_per_unit,supplier_reliability,temperature_deviation,historical_waste_rate,promotion_active,day_of_week,month,weather_score,waste_units,waste_percentage,financial_loss
916,Meat,Back_to_School,Urban_Center,Refrigerated,6,1,76,74,78,76,117331,0.97,3.8,0.227,1,5,12,2,3,0.0395,351993
917,Frozen,Normal,Residential_Area,Refrigerated,75,59,7730,107,97,5723,83287,0.64,3.82,0.043,1,3,1,5,343,0.0444,28567441
918,Vegetables,Hari_Raya_Idul_Adha,Residential_Area,Frozen,3,1,51,47,43,43,41758,0.68,4.23,0.182,0,4,2,1,8,0.1569,334064
919,Ready_to_Eat,Ramadan,Suburban,Controlled_Atmosphere,1,1,65,69,51,51,28052,0.68,0.94,0.257,0,4,5,2,5,0.0769,140260
920,Meat,Normal,Near_Transport_Hub,Refrigerated,5,1,63,58,86,63,93076,0.8,0.3,0.191,1,6,12,1,0,0.0,0
921,Frozen,Normal,Suburban,Frozen,165,28,1757,49,61,1708,35787,0.93,3.42,0.054,1,6,5,1,9,0.0051,322083
922,Vegetables,Back_to_School,Near_Transport_Hub,Controlled_Atmosphere,6,4,344,71,68,272,43822,0.63,0.44,0.155,0,3,5,4,18,0.0523,788796
923,Beverages,Hari_Raya_Idul_Adha,Suburban,Frozen,266,223,1610,5,4,892,12766,0.92,2.57,0.022,1,6,7,5,81,0.0503,1034046
924,Bakery,Mudik_Lebaran,Near_Transport_Hub,Refrigerated,5,1,39,25,24,24,15001,0.78,0.74,0.144,0,3,12,1,7,0.1795,105007
925,Frozen,Mudik_Lebaran,Suburban,Refrigerated,148,59,1041,17,14,826,52712,0.74,2.65,0.043,0,7,7,2,38,0.0365,2003056
926,Ready_to_Eat,Mudik_Lebaran,Rural,Frozen,2,1,45,38,21,21,11945,0.68,2.81,0.225,0,7,4,5,25,0.5556,298625
927,Fruits,Long_Weekend,Near_Transport_Hub,Controlled_Atmosphere,5,1,55,39,26,26,23117,0.88,0.48,0.086,0,4,7,4,13,0.2364,300521
928,Ready_to_Eat,Normal,Urban_Center,Refrigerated,1,1,91,84,103,91,69895,0.7,0.1,0.273,0,5,9,1,5,0.0549,349475
929,Fruits,Pasca_Mudik,Rural,Room_Temperature,4,2,107,47,23,46,70776,0.62,2.95,0.131,0,4,7,5,15,0.1402,1061640
930,Bakery,Normal,Residential_Area,Controlled_Atmosphere,1,1,71,60,53,53,6344,0.76,0.38,0.152,1,3,1,4,6,0.0845,38064
931,Meat,Long_Weekend,Near_Transport_Hub,Room_Temperature,3,2,130,60,44,88,100025,0.78,0.07,0.203,0,2,7,2,20,0.1538,2000500
932,Beverages,Long_Weekend,Residential_Area,Room_Temperature,84,12,473,35,39,468,48604,0.86,3.15,0.033,1,7,9,1,4,0.0085,194416
933,Ready_to_Eat,Pasca_Mudik,Residential_Area,Controlled_Atmosphere,1,1,53,42,60,53,57903,0.93,0.5,0.263,1,6,9,1,4,0.0755,231612
934,Frozen,Hari_Raya_Idul_Adha,Rural,Room_Temperature,71,16,1283,47,30,480,83412,0.81,4.64,0.052,0,5,6,4,164,0.1278,13679568
935,Dairy,Normal,Urban_Center,Controlled_Atmosphere,10,6,546,74,95,546,16785,0.94,0.38,0.113,0,1,11,1,3,0.0055,50355
936,Ready_to_Eat,Normal,Suburban,Controlled_Atmosphere,3,1,79,75,50,50,71818,1.0,0.93,0.247,0,3,1,5,12,0.1519,861816
937,Bakery,Long_Weekend,Near_Transport_Hub,Refrigerated,3,2,28,10,9,18,11130,0.67,1.42,0.247,0,5,4,3,7,0.25,77910
938,Ready_to_Eat,Long_Weekend,Near_Transport_Hub,Room_Temperature,2,1,110,71,62,62,28549,0.93,1.88,0.257,0,5,7,1,27,0.2455,770823
939,Bakery,Mudik_Lebaran,Suburban,Frozen,1,1,15,9,7,7,22005,0.9,4.13,0.189,0,2,1,5,7,0.4667,154035
940,Fruits,Pasca_Mudik,Residential_Area,Room_Temperature,3,2,122,58,43,86,24836,1.0,3.76,0.116,0,4,1,5,7,0.0574,173852
941,Seafood,Promo_Besar,Urban_Center,Room_Temperature,3,1,73,78,90,73,80926,0.79,2.04,0.154,1,2,1,3,3,0.0411,242778
942,Vegetables,Long_Weekend,Urban_Center,Room_Temperature,4,2,79,33,52,79,43388,0.64,1.59,0.101,1,3,5,1,0,0.0,0
943,Beverages,Natal_Tahun_Baru,Near_Transport_Hub,Refrigerated,294,65,10366,143,165,10366,40823,0.85,2.73,0.038,0,7,7,4,2,0.0002,81646
944,Bakery,Mudik_Lebaran,Near_Transport_Hub,Refrigerated,2,1,40,31,28,28,15338,0.98,2.73,0.214,0,7,4,5,11,0.275,168718
945,Fruits,Back_to_School,Near_Transport_Hub,Frozen,4,2,183,71,72,144,11461,0.64,3.07,0.136,0,1,11,4,12,0.0656,137532
946,Dairy,Normal,Urban_Center,Controlled_Atmosphere,4,2,208,105,151,208,44059,0.82,0.77,0.178,1,3,4,4,0,0.0,0
947,Snacks,Pasca_Mudik,Rural,Frozen,136,15,1420,103,87,1305,24735,0.92,1.49,0.051,1,1,5,4,10,0.007,247350
948,Snacks,Ramadan,Near_Transport_Hub,Controlled_Atmosphere,112,7,597,85,76,532,5940,0.93,0.93,0.036,0,4,8,3,6,0.0101,35640
949,Fruits,Long_Weekend,Suburban,Room_Temperature,3,2,52,16,14,28,38828,0.92,4.38,0.14,0,2,7,3,10,0.1923,388280
950,Vegetables,Ramadan,Rural,Room_Temperature,2,1,184,172,100,100,15238,0.65,0.76,0.113,0,4,7,4,29,0.1576,441902
951,Meat,Long_Weekend,Residential_Area,Refrigerated,5,1,15,13,8,8,148908,0.64,1.86,0.231,0,3,9,5,3,0.2,446724
952,Snacks,Normal,Near_Transport_Hub,Controlled_Atmosphere,121,92,7612,87,90,7612,10186,0.67,0.6,0.051,0,7,1,3,3,0.0004,30558
953,Fruits,Hari_Raya_Idul_Adha,Near_Transport_Hub,Refrigerated,5,1,21,15,17,17,34990,0.89,4.42,0.109,0,6,10,4,4,0.1905,139960
954,Snacks,Normal,Suburban,Frozen,93,66,1817,29,28,1817,20241,0.8,4.39,0.037,0,3,1,1,2,0.0011,40482
955,Vegetables,Normal,Near_Transport_Hub,Frozen,7,2,72,39,41,72,12171,0.98,0.77,0.158,0,7,9,5,3,0.0417,36513
956,Ready_to_Eat,Natal_Tahun_Baru,Urban_Center,Controlled_Atmosphere,2,1,51,51,65,51,52042,0.87,0.17,0.2,1,7,9,5,0,0.0,0
957,Beverages,Normal,Urban_Center,Refrigerated,64,39,3311,69,88,3311,21707,0.73,3.18,0.022,0,7,4,3,1,0.0003,21707
958,Fruits,Ramadan,Suburban,Frozen,6,3,49,13,13,39,18610,0.81,3.58,0.113,0,3,9,1,3,0.0612,55830
959,Fruits,Normal,Rural,Frozen,7,4,70,18,7,28,75134,0.95,3.44,0.118,0,4,12,5,13,0.1857,976742
960,Vegetables,Normal,Residential_Area,Refrigerated,3,2,148,74,53,106,38315,0.89,4.02,0.146,0,5,9,5,20,0.1351,766300
961,Ready_to_Eat,Normal,Rural,Controlled_Atmosphere,3,1,72,59,51,51,54631,0.66,0.38,0.18,1,6,10,5,9,0.125,491679
962,Meat,Normal,Suburban,Room_Temperature,6,4,119,30,27,108,123854,0.64,4.88,0.232,0,4,1,4,7,0.0588,866978
963,Seafood,Promo_Besar,Residential_Area,Refrigerated,2,1,57,47,40,40,28906,0.67,0.88,0.154,1,5,7,4,4,0.0702,115624
964,Snacks,Hari_Raya_Idul_Adha,Residential_Area,Controlled_Atmosphere,151,99,1267,12,10,990,24364,0.68,0.38,0.03,1,6,4,5,29,0.0229,706556
965,Bakery,Ramadan,Urban_Center,Controlled_Atmosphere,3,2,246,126,117,234,13136,0.76,0.98,0.178,0,1,1,1,4,0.0163,52544
966,Beverages,Long_Weekend,Near_Transport_Hub,Room_Temperature,31,12,782,37,37,444,43556,0.75,4.17,0.027,0,1,7,4,59,0.0754,2569804
967,Fruits,Normal,Urban_Center,Controlled_Atmosphere,8,3,77,22,17,51,34464,0.99,0.0,0.116,0,4,10,5,3,0.039,103392
968,Snacks,Ramadan,Rural,Room_Temperature,115,54,6359,105,87,4698,29767,0.81,2.84,0.043,1,5,8,1,212,0.0333,6310604
969,Snacks,Pasca_Mudik,Residential_Area,Refrigerated,120,68,13764,185,152,10336,9761,0.75,1.85,0.042,1,4,2,5,298,0.0217,2908778
970,Ready_to_Eat,Normal,Urban_Center,Refrigerated,1,1,113,109,128,113,65657,0.99,2.61,0.259,0,4,1,3,0,0.0,0
971,Ready_to_Eat,Normal,Suburban,Refrigerated,2,1,67,52,39,39,17718,0.78,2.28,0.281,0,2,8,3,10,0.1493,177180
972,Bakery,Pasca_Mudik,Residential_Area,Room_Temperature,3,1,179,169,88,88,7514,0.77,0.89,0.157,0,3,9,5,24,0.1341,180336
973,Fruits,Natal_Tahun_Baru,Rural,Frozen,5,1,122,120,59,59,68714,0.93,0.23,0.115,0,1,10,2,18,0.1475,1236852
974,Dairy,Natal_Tahun_Baru,Urban_Center,Refrigerated,4,3,304,86,125,304,27424,0.76,4.75,0.146,1,2,5,4,4,0.0132,109696
975,Ready_to_Eat,Normal,Rural,Refrigerated,1,1,92,72,31,31,63531,0.81,0.8,0.214,0,1,3,4,33,0.3587,2096523
976,Vegetables,Normal,Urban_Center,Refrigerated,4,3,380,99,127,380,8994,0.65,1.86,0.098,1,4,2,1,5,0.0132,44970
977,Dairy,Natal_Tahun_Baru,Suburban,Controlled_Atmosphere,3,1,48,45,56,48,33192,0.84,0.68,0.105,0,6,11,1,2,0.0417,66384
978,Snacks,Natal_Tahun_Baru,Rural,Room_Temperature,163,37,5202,132,105,3885,18981,0.95,2.06,0.031,1,4,2,4,111,0.0213,2106891
979,Snacks,Back_to_School,Near_Transport_Hub,Room_Temperature,163,80,8471,84,74,5920,9634,0.61,1.66,0.032,0,6,10,4,244,0.0288,2350696
980,Fruits,Normal,Rural,Controlled_Atmosphere,7,5,234,37,19,95,60138,0.81,0.41,0.104,0,1,12,4,22,0.094,1323036
981,Fruits,Hari_Raya_Idul_Adha,Residential_Area,Room_Temperature,7,2,86,33,26,52,44048,0.76,0.69,0.087,0,4,8,3,11,0.1279,484528
982,Ready_to_Eat,Normal,Urban_Center,Frozen,2,1,42,36,34,34,10637,0.84,2.7,0.225,0,1,1,4,3,0.0714,31911
983,Ready_to_Eat,Normal,Suburban,Refrigerated,1,1,97,76,55,55,16209,0.84,3.43,0.196,0,6,8,4,21,0.2165,340389
984,Dairy,Mudik_Lebaran,Residential_Area,Frozen,6,3,57,18,19,57,16608,1.0,4.46,0.165,1,3,10,3,1,0.0175,16608
985,Frozen,Natal_Tahun_Baru,Urban_Center,Refrigerated,111,15,1336,75,72,1080,38998,0.96,1.74,0.059,0,5,5,4,27,0.0202,1052946
986,Beverages,Normal,Near_Transport_Hub,Refrigerated,256,181,7465,38,46,7465,41093,0.62,1.77,0.034,0,6,1,2,0,0.0,0
987,Dairy,Promo_Besar,Rural,Room_Temperature,7,6,143,19,10,60,12767,0.6,1.74,0.189,0,4,1,5,18,0.1259,229806
988,Bakery,Normal,Rural,Refrigerated,2,1,89,92,43,43,20873,0.74,3.8,0.169,0,5,6,2,17,0.191,354841
989,Dairy,Mudik_Lebaran,Near_Transport_Hub,Refrigerated,13,1,42,24,27,27,40880,0.62,2.73,0.17,0,1,12,2,12,0.2857,490560
990,Meat,Natal_Tahun_Baru,Suburban,Room_Temperature,6,3,308,80,71,213,69147,0.94,0.1,0.168,0,7,3,3,27,0.0877,1866969
991,Vegetables,Long_Weekend,Urban_Center,Controlled_Atmosphere,3,2,106,31,35,70,15035,0.71,0.46,0.119,0,6,3,5,11,0.1038,165385
992,Fruits,Normal,Urban_Center,Refrigerated,3,1,84,67,61,61,60280,0.94,0.23,0.102,0,5,9,4,5,0.0595,301400
993,Bakery,Normal,Near_Transport_Hub,Controlled_Atmosphere,2,1,104,103,79,79,25227,0.73,0.98,0.249,0,5,9,5,10,0.0962,252270
994,Bakery,Normal,Residential_Area,Controlled_Atmosphere,3,1,62,49,49,49,10873,0.77,0.8,0.162,1,6,3,4,4,0.0645,43492
995,Fruits,Mudik_Lebaran,Near_Transport_Hub,Refrigerated,5,1,36,22,36,36,26247,0.69,3.76,0.084,1,6,3,1,5,0.1389,131235
996,Meat,Normal,Residential_Area,Refrigerated,6,5,458,78,58,290,94126,0.64,0.53,0.138,0,5,6,3,38,0.083,3576788
997,Vegetables,Pasca_Mudik,Near_Transport_Hub,Controlled_Atmosphere,3,1,97,106,116,97,6299,0.9,0.77,0.175,0,7,12,5,3,0.0309,18897
998,Ready_to_Eat,Back_to_School,Residential_Area,Controlled_Atmosphere,1,1,81,80,51,51,13500,0.86,1.0,0.196,0,4,3,1,15,0.1852,202500
999,Fruits,Pasca_Mudik,Suburban,Room_Temperature,5,1,63,63,65,63,41537,0.86,3.66,0.151,0,6,2,1,2,0.0317,83074
1000,Ready_to_Eat,Ramadan,Suburban,Refrigerated,3,1,139,147,137,137,51552,0.68,0.25,0.316,0,2,3,2,1,0.0072,51552
